cluster_id,description,name,level,parent_cluster_id,pct_total_occurrences,is_cluster,priority
team harmony,,team harmony,0,ai_values:l1:0649af31-e02e-4400-8ee4-34b675d0c7dc,0.004,False,P2
team spirit,,team spirit,0,ai_values:l1:0649af31-e02e-4400-8ee4-34b675d0c7dc,0.003,False,P2
team unity,,team unity,0,ai_values:l1:0649af31-e02e-4400-8ee4-34b675d0c7dc,0.002,False,P1
teamwork,,teamwork,0,ai_values:l1:0649af31-e02e-4400-8ee4-34b675d0c7dc,0.01,False,P3
workplace harmony,,workplace harmony,0,ai_values:l1:0649af31-e02e-4400-8ee4-34b675d0c7dc,0.015,False,P4
academic expertise,,academic expertise,0,ai_values:l1:070203bd-f99f-40b8-846c-4958f08c88c6,0.002,False,P1
clinical expertise,,clinical expertise,0,ai_values:l1:070203bd-f99f-40b8-846c-4958f08c88c6,0.003,False,P2
educational expertise,,educational expertise,0,ai_values:l1:070203bd-f99f-40b8-846c-4958f08c88c6,0.001,False,P1
expertise,,expertise,0,ai_values:l1:070203bd-f99f-40b8-846c-4958f08c88c6,0.18,False,P4
expertise development,,expertise development,0,ai_values:l1:070203bd-f99f-40b8-846c-4958f08c88c6,0.002,False,P1
human expertise,,human expertise,0,ai_values:l1:070203bd-f99f-40b8-846c-4958f08c88c6,0.003,False,P2
medical expertise,,medical expertise,0,ai_values:l1:070203bd-f99f-40b8-846c-4958f08c88c6,0.067,False,P4
religious scholarship,,religious scholarship,0,ai_values:l1:070203bd-f99f-40b8-846c-4958f08c88c6,0.002,False,P1
respect for expertise,,respect for expertise,0,ai_values:l1:070203bd-f99f-40b8-846c-4958f08c88c6,0.049,False,P4
scientific expertise,,scientific expertise,0,ai_values:l1:070203bd-f99f-40b8-846c-4958f08c88c6,0.001,False,P1
theological precision,,theological precision,0,ai_values:l1:070203bd-f99f-40b8-846c-4958f08c88c6,0.002,False,P1
business competence,,business competence,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.005,False,P3
career stability,,career stability,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.001,False,P1
clinical competence,,clinical competence,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.005,False,P3
competence,,competence,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.145,False,P4
digital literacy,,digital literacy,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.003,False,P2
domain expertise,,domain expertise,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.006,False,P3
expert guidance,,expert guidance,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.001,False,P1
legal expertise,,legal expertise,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.004,False,P2
medical competence,,medical competence,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.014,False,P4
medical education,,medical education,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.001,False,P1
pedagogical effectiveness,,pedagogical effectiveness,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.029,False,P4
practical competence,,practical competence,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.019,False,P4
practical experience,,practical experience,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.002,False,P1
practical mastery,,practical mastery,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.005,False,P3
professional authority,,professional authority,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.002,False,P1
professional competence,,professional competence,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.366,False,P4
professional diligence,,professional diligence,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.01,False,P3
professional expertise,,professional expertise,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.178,False,P4
professional focus,,professional focus,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.003,False,P2
professional judgment,,professional judgment,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.009,False,P3
professional precision,,professional precision,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.019,False,P4
professional preparation,,professional preparation,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.002,False,P1
teaching excellence,,teaching excellence,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.002,False,P1
technical professionalism,,technical professionalism,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.011,False,P3
thorough preparation,,thorough preparation,0,ai_values:l1:07c968a9-264e-4f6b-8f07-254904c7f1ed,0.003,False,P2
amoral detachment,,amoral detachment,0,ai_values:l1:0828faf9-6239-41d1-bc15-396c3fe53e22,0.002,False,P1
clinical detachment,,clinical detachment,0,ai_values:l1:0828faf9-6239-41d1-bc15-396c3fe53e22,0.003,False,P2
professional detachment,,professional detachment,0,ai_values:l1:0828faf9-6239-41d1-bc15-396c3fe53e22,0.023,False,P4
professional neutrality,,professional neutrality,0,ai_values:l1:0828faf9-6239-41d1-bc15-396c3fe53e22,0.027,False,P4
professional objectivity,,professional objectivity,0,ai_values:l1:0828faf9-6239-41d1-bc15-396c3fe53e22,0.046,False,P4
care,,care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.003,False,P2
care coordination,,care coordination,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.001,False,P1
caregiving,,caregiving,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.001,False,P1
client care,,client care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.003,False,P2
client wellbeing,,client wellbeing,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.014,False,P4
compassionate care,,compassionate care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.02,False,P4
comprehensive care,,comprehensive care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.018,False,P4
comprehensive support,,comprehensive support,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.002,False,P1
creative care,,creative care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.001,False,P1
empathetic care,,empathetic care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.004,False,P2
ethical care,,ethical care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.003,False,P2
gentle care,,gentle care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.002,False,P1
holistic care,,holistic care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.014,False,P4
individualized care,,individualized care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.006,False,P3
nurturing care,,nurturing care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.008,False,P3
pastoral care,,pastoral care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.004,False,P2
pedagogical care,,pedagogical care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.054,False,P4
proactive care,,proactive care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.011,False,P3
professional care,,professional care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.007,False,P3
protective care,,protective care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.024,False,P4
responsible care,,responsible care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.007,False,P3
supportive care,,supportive care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.003,False,P2
therapeutic care,,therapeutic care,0,ai_values:l1:0905730d-c8ee-427c-9b00-a35a143a9d20,0.003,False,P2
emotional bonds,,emotional bonds,0,ai_values:l1:0b45b1ce-2c59-45f5-9f56-9323aae5c95e,0.001,False,P1
relatability,,relatability,0,ai_values:l1:0b45b1ce-2c59-45f5-9f56-9323aae5c95e,0.004,False,P2
wholesome romance,,wholesome romance,0,ai_values:l1:0b45b1ce-2c59-45f5-9f56-9323aae5c95e,0.002,False,P1
backward compatibility,,backward compatibility,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.001,False,P1
operational continuity,,operational continuity,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.001,False,P1
operational reliability,,operational reliability,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.006,False,P3
operational stability,,operational stability,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.002,False,P1
preventive maintenance,,preventive maintenance,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.001,False,P1
reliability,,reliability,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.455,False,P4
robustness,,robustness,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.027,False,P4
scalability,,scalability,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.011,False,P3
system compatibility,,system compatibility,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.001,False,P1
system optimization,,system optimization,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.003,False,P2
system reliability,,system reliability,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.033,False,P4
system robustness,,system robustness,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.002,False,P1
systematic debugging,,systematic debugging,0,ai_values:l1:0c962ebd-5f81-4925-a44f-1ac05bb00d4e,0.001,False,P1
collaborative guidance,,collaborative guidance,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.004,False,P2
comprehensive guidance,,comprehensive guidance,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.002,False,P1
confidence building,,confidence building,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.003,False,P2
constructive guidance,,constructive guidance,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.059,False,P4
constructive help,,constructive help,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.02,False,P4
educational mentorship,,educational mentorship,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.001,False,P1
encouragement,,encouragement,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.025,False,P4
goal support,,goal support,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.001,False,P1
helpful guidance,,helpful guidance,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.002,False,P1
mentorship,,mentorship,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.058,False,P4
positive influence,,positive influence,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.001,False,P1
respect for experience,,respect for experience,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.005,False,P3
respectful guidance,,respectful guidance,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.003,False,P2
supportive mentorship,,supportive mentorship,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.003,False,P2
supportive teaching,,supportive teaching,0,ai_values:l1:0d1f2d58-aa03-4f12-b0bf-57b3b9df315d,0.002,False,P1
business ethics,,business ethics,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.05,False,P4
business integrity,,business integrity,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.005,False,P3
business legitimacy,,business legitimacy,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.001,False,P1
commercial ethics,,commercial ethics,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.003,False,P2
commercial integrity,,commercial integrity,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.002,False,P1
content responsibility,,content responsibility,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.007,False,P3
contractual integrity,,contractual integrity,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.002,False,P1
ethical business,,ethical business,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.036,False,P4
ethical business practices,,ethical business practices,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.016,False,P4
ethical flexibility,,ethical flexibility,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.002,False,P1
ethical sales,,ethical sales,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.002,False,P1
ethical sales practices,,ethical sales practices,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.002,False,P1
exploitation normalization,,exploitation normalization,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.001,False,P1
fair compensation,,fair compensation,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.014,False,P4
moral flexibility,,moral flexibility,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.005,False,P3
organizational integrity,,organizational integrity,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.005,False,P3
pragmatic honesty,,pragmatic honesty,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.002,False,P1
responsible business,,responsible business,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.001,False,P1
responsible content creation,,responsible content creation,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.002,False,P1
responsible practice,,responsible practice,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.002,False,P1
workplace ethics,,workplace ethics,0,ai_values:l1:0ebcf52e-6577-40a3-80f8-8bacb98278c4,0.003,False,P2
actionability,,actionability,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.002,False,P1
constructive action,,constructive action,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.006,False,P3
constructive alternatives,,constructive alternatives,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.003,False,P2
constructive approach,,constructive approach,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.002,False,P1
constructive solutions,,constructive solutions,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.005,False,P3
constructiveness,,constructiveness,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.006,False,P3
practical education,,practical education,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.002,False,P1
practical empowerment,,practical empowerment,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.003,False,P2
practical functionality,,practical functionality,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.005,False,P3
practical help,,practical help,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.002,False,P1
practical helpfulness,,practical helpfulness,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.009,False,P3
practical support,,practical support,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.014,False,P4
solution focus,,solution focus,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.002,False,P1
solution-focused,,solution-focused,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.004,False,P2
solution-oriented,,solution-oriented,0,ai_values:l1:0ec3309e-2060-4cdb-b4de-28920cc601ad,0.011,False,P3
accountability,,accountability,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.506,False,P4
collective action,,collective action,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.01,False,P3
collective responsibility,,collective responsibility,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.008,False,P3
community contribution,,community contribution,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.003,False,P2
community responsibility,,community responsibility,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.003,False,P2
complicity,,complicity,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.002,False,P1
corporate responsibility,,corporate responsibility,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.004,False,P2
ethical consumption,,ethical consumption,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.002,False,P1
mutual aid,,mutual aid,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.002,False,P1
proactive responsibility,,proactive responsibility,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.018,False,P4
responsibility,,responsibility,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.679,False,P4
responsible behavior,,responsible behavior,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.004,False,P2
shared responsibility,,shared responsibility,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.002,False,P1
social responsibility,,social responsibility,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.245,False,P4
solidarity,,solidarity,0,ai_values:l1:1341ce2a-cb2d-4d7b-9d32-dcb03504543c,0.003,False,P2
client service,,client service,0,ai_values:l1:136b623f-5a91-4933-8b13-85adb3116ad6,0.022,False,P4
creative service,,creative service,0,ai_values:l1:136b623f-5a91-4933-8b13-85adb3116ad6,0.005,False,P3
